DATE,city,precipitation
2018-12-26,ATL,0.0
2018-12-26,SEA,0.03
2018-12-27,ATL,0.83
2018-12-27,SEA,0.12
2018-12-28,ATL,3.47
2018-12-28,SEA,0.07
2018-12-29,ATL,0.0
2018-12-29,SEA,0.32
2018-12-30,ATL,0.37
2018-12-30,SEA,0.44
2018-12-31,ATL,0.18
2018-12-31,SEA,0.01
2019-01-01,ATL,0.14
2019-01-01,SEA,0.0
2019-01-02,ATL,0.57
2019-01-02,SEA,0.0
2019-01-03,ATL,0.15
2019-01-03,SEA,0.42
2019-01-04,ATL,1.44
2019-01-04,SEA,0.55
2019-01-05,ATL,0.0
2019-01-05,SEA,0.24666666666666667
2019-01-06,ATL,0.0
2019-01-06,SEA,0.8133333333333334
2019-01-07,ATL,0.0
2019-01-07,SEA,0.6074999999999999
2019-01-08,ATL,0.0
2019-01-08,SEA,0.02
2019-01-09,ATL,0.0
2019-01-09,SEA,0.35
2019-01-10,ATL,0.0
2019-01-10,SEA,0.32
2019-01-11,ATL,0.0
2019-01-11,SEA,0.03
2019-01-12,ATL,0.35
2019-01-12,SEA,0.0
2019-01-13,ATL,0.27
2019-01-13,SEA,0.0
2019-01-14,ATL,0.0
2019-01-14,SEA,0.0
2019-01-15,ATL,0.0
2019-01-15,SEA,0.0
2019-01-16,ATL,0.0
2019-01-16,SEA,0.0
2019-01-17,ATL,0.1
2019-01-17,SEA,0.12
2019-01-18,ATL,0.0
2019-01-18,SEA,0.15
2019-01-19,ATL,1.22
2019-01-19,SEA,0.28
2019-01-20,ATL,0.0
2019-01-20,SEA,0.04
2019-01-21,ATL,0.0
2019-01-21,SEA,0.0
2019-01-22,ATL,0.0
2019-01-22,SEA,0.01
2019-01-23,ATL,1.71
2019-01-23,SEA,0.7
2019-01-24,ATL,0.11
2019-01-24,SEA,0.29333333333333333
2019-01-25,ATL,0.0
2019-01-25,SEA,0.18666666666666668
2019-01-26,ATL,0.0
2019-01-26,SEA,0.02
2019-01-27,ATL,0.0
2019-01-27,SEA,0.0
2019-01-28,ATL,0.0
2019-01-28,SEA,0.0
2019-01-29,ATL,0.17
2019-01-29,SEA,0.0
2019-01-30,ATL,0.0
2019-01-30,SEA,0.0
2019-01-31,ATL,0.0
2019-01-31,SEA,0.0
2019-02-01,ATL,0.0
2019-02-01,SEA,0.16
2019-02-02,ATL,0.0
2019-02-02,SEA,0.35
2019-02-03,ATL,0.04
2019-02-03,SEA,0.04
2019-02-04,ATL,0.0
2019-02-04,SEA,0.35
2019-02-05,ATL,0.0
2019-02-05,SEA,0.02
2019-02-06,ATL,0.1
2019-02-06,SEA,0.0
2019-02-07,ATL,0.0
2019-02-07,SEA,0.0
2019-02-08,ATL,0.01
2019-02-08,SEA,0.0
2019-02-09,ATL,0.0
2019-02-09,SEA,1.12
2019-02-10,ATL,0.09
2019-02-10,SEA,0.0
2019-02-11,ATL,0.03
2019-02-11,SEA,0.7
2019-02-12,ATL,0.48
2019-02-12,SEA,1.02
2019-02-13,ATL,0.0
2019-02-13,SEA,0.15
2019-02-14,ATL,0.0
2019-02-14,SEA,0.0
2019-02-15,ATL,0.26
2019-02-15,SEA,0.19
2019-02-16,ATL,0.12
2019-02-16,SEA,0.02
2019-02-17,ATL,0.08
2019-02-17,SEA,0.39
2019-02-18,ATL,0.06
2019-02-18,SEA,0.02
2019-02-19,ATL,0.77
2019-02-19,SEA,0.07
2019-02-20,ATL,1.25
2019-02-20,SEA,0.27
2019-02-21,ATL,0.21
2019-02-21,SEA,0.03
2019-02-22,ATL,0.0
2019-02-22,SEA,0.0
2019-02-23,ATL,0.0
2019-02-23,SEA,0.0
2019-02-24,ATL,0.31
2019-02-24,SEA,0.095
2019-02-25,ATL,0.0
2019-02-25,SEA,0.07
2019-02-26,ATL,0.0
2019-02-26,SEA,0.005
2019-02-27,ATL,0.01
2019-02-27,SEA,0.25333333333333335
2019-02-28,ATL,0.32
2019-02-28,SEA,0.6366666666666666
2019-03-01,ATL,0.0
2019-03-01,SEA,0.0
2019-03-02,ATL,0.0
2019-03-02,SEA,0.0
2019-03-03,ATL,1.13
2019-03-03,SEA,0.0
2019-03-04,ATL,0.0
2019-03-04,SEA,0.0
2019-03-05,ATL,0.0
2019-03-05,SEA,0.0
2019-03-06,ATL,0.0
2019-03-06,SEA,0.0
2019-03-07,ATL,0.0
2019-03-07,SEA,0.27
2019-03-08,ATL,0.01
2019-03-08,SEA,0.03
2019-03-09,ATL,0.0
2019-03-09,SEA,0.08
2019-03-10,ATL,0.01
2019-03-10,SEA,0.0
2019-03-11,ATL,0.06
2019-03-11,SEA,0.0
2019-03-12,ATL,0.0
2019-03-12,SEA,0.76
2019-03-13,ATL,0.0
2019-03-13,SEA,0.19
2019-03-14,ATL,0.01
2019-03-14,SEA,0.0
2019-03-15,ATL,0.47
2019-03-15,SEA,0.0
2019-03-16,ATL,0.0
2019-03-16,SEA,0.0
2019-03-17,ATL,0.0
2019-03-17,SEA,0.0
2019-03-18,ATL,0.0
2019-03-18,SEA,0.0
2019-03-19,ATL,0.0
2019-03-19,SEA,0.0
2019-03-20,ATL,0.0
2019-03-20,SEA,0.0
2019-03-21,ATL,0.0
2019-03-21,SEA,0.0
2019-03-22,ATL,0.0
2019-03-22,SEA,0.0
2019-03-23,ATL,0.0
2019-03-23,SEA,0.01
2019-03-24,ATL,0.0
2019-03-24,SEA,0.0
2019-03-25,ATL,0.34
2019-03-25,SEA,0.0
2019-03-26,ATL,0.04
2019-03-26,SEA,0.21
2019-03-27,ATL,0.0
2019-03-27,SEA,0.0
2019-03-28,ATL,0.0
2019-03-28,SEA,0.0
2019-03-29,ATL,0.0
2019-03-29,SEA,0.0
2019-03-30,ATL,0.0
2019-03-30,SEA,0.0
2019-03-31,ATL,0.1
2019-03-31,SEA,0.0
2019-04-01,ATL,0.0
2019-04-01,SEA,0.0
2019-04-02,ATL,0.0
2019-04-02,SEA,0.0
2019-04-03,ATL,0.0
2019-04-03,SEA,0.02
2019-04-04,ATL,0.11
2019-04-04,SEA,0.01
2019-04-05,ATL,0.07
2019-04-05,SEA,0.21
2019-04-06,ATL,0.0
2019-04-06,SEA,0.055
2019-04-07,ATL,1.08
2019-04-07,SEA,0.1075
2019-04-08,ATL,0.0
2019-04-08,SEA,0.18250000000000002
2019-04-09,ATL,0.08
2019-04-09,SEA,0.22
2019-04-10,ATL,0.0
2019-04-10,SEA,0.02
2019-04-11,ATL,0.01
2019-04-11,SEA,0.32
2019-04-12,ATL,0.05
2019-04-12,SEA,0.44
2019-04-13,ATL,0.0
2019-04-13,SEA,0.04
2019-04-14,ATL,1.29
2019-04-14,SEA,0.05
2019-04-15,ATL,0.0
2019-04-15,SEA,0.02
2019-04-16,ATL,0.0
2019-04-16,SEA,0.0
2019-04-17,ATL,0.0
2019-04-17,SEA,0.17
2019-04-18,ATL,0.09
2019-04-18,SEA,0.1
2019-04-19,ATL,3.37
2019-04-19,SEA,0.07
2019-04-20,ATL,0.08
2019-04-20,SEA,0.03
2019-04-21,ATL,0.0
2019-04-21,SEA,0.17
2019-04-22,ATL,0.0
2019-04-22,SEA,0.04
2019-04-23,ATL,0.0
2019-04-23,SEA,0.07
2019-04-24,ATL,0.0
2019-04-24,SEA,0.02
2019-04-25,ATL,0.09
2019-04-25,SEA,0.0
2019-04-26,ATL,0.02
2019-04-26,SEA,0.0
2019-04-27,ATL,0.0
2019-04-27,SEA,0.0
2019-04-28,ATL,0.0
2019-04-28,SEA,0.02
2019-04-29,ATL,0.0
2019-04-29,SEA,0.0
2019-04-30,ATL,0.0
2019-04-30,SEA,0.0
2019-05-01,ATL,0.0
2019-05-01,SEA,0.0
2019-05-02,ATL,0.0
2019-05-02,SEA,0.0
2019-05-03,ATL,0.0
2019-05-03,SEA,0.0
2019-05-04,ATL,0.15
2019-05-04,SEA,0.0
2019-05-05,ATL,0.05
2019-05-05,SEA,0.0
2019-05-06,ATL,0.0
2019-05-06,SEA,0.0
2019-05-07,ATL,0.0
2019-05-07,SEA,0.0
2019-05-08,ATL,0.03
2019-05-08,SEA,0.0
2019-05-09,ATL,0.58
2019-05-09,SEA,0.0
2019-05-10,ATL,0.86
2019-05-10,SEA,0.0
2019-05-11,ATL,0.09
2019-05-11,SEA,0.0
2019-05-12,ATL,0.52
2019-05-12,SEA,0.0
2019-05-13,ATL,0.0
2019-05-13,SEA,0.0
2019-05-14,ATL,0.0
2019-05-14,SEA,0.01
2019-05-15,ATL,0.0
2019-05-15,SEA,0.14
2019-05-16,ATL,0.0
2019-05-16,SEA,0.06
2019-05-17,ATL,0.0
2019-05-17,SEA,0.6
2019-05-18,ATL,0.0
2019-05-18,SEA,0.01
2019-05-19,ATL,0.0
2019-05-19,SEA,0.01
2019-05-20,ATL,0.0
2019-05-20,SEA,0.04
2019-05-21,ATL,0.0
2019-05-21,SEA,0.15
2019-05-22,ATL,0.0
2019-05-22,SEA,0.01
2019-05-23,ATL,0.0
2019-05-23,SEA,0.0
2019-05-24,ATL,0.0
2019-05-24,SEA,0.0
2019-05-25,ATL,0.0
2019-05-25,SEA,0.0
2019-05-26,ATL,0.0
2019-05-26,SEA,0.44
2019-05-27,ATL,0.0
2019-05-27,SEA,0.01
2019-05-28,ATL,0.0
2019-05-28,SEA,0.0
2019-05-29,ATL,0.0
2019-05-29,SEA,0.0
2019-05-30,ATL,0.0
2019-05-30,SEA,0.0
2019-05-31,ATL,0.0
2019-05-31,SEA,0.0
2019-06-01,ATL,0.0
2019-06-01,SEA,0.0
2019-06-02,ATL,0.03
2019-06-02,SEA,0.0
2019-06-03,ATL,0.0
2019-06-03,SEA,0.0
2019-06-04,ATL,0.0
2019-06-04,SEA,0.0
2019-06-05,ATL,0.0
2019-06-05,SEA,0.0
2019-06-06,ATL,0.03
2019-06-06,SEA,0.0
2019-06-07,ATL,0.62
2019-06-07,SEA,0.02
2019-06-08,ATL,3.9
2019-06-08,SEA,0.1
2019-06-09,ATL,0.04
2019-06-09,SEA,0.0
2019-06-10,ATL,0.02
2019-06-10,SEA,0.0
2019-06-11,ATL,0.23
2019-06-11,SEA,0.0
2019-06-12,ATL,0.0
2019-06-12,SEA,0.0
2019-06-13,ATL,0.0
2019-06-13,SEA,0.0
2019-06-14,ATL,0.0
2019-06-14,SEA,0.0
2019-06-15,ATL,0.0
2019-06-15,SEA,0.0
2019-06-16,ATL,0.0
2019-06-16,SEA,0.0
2019-06-17,ATL,0.0
2019-06-17,SEA,0.0
2019-06-18,ATL,0.13
2019-06-18,SEA,0.12
2019-06-19,ATL,0.17
2019-06-19,SEA,0.03
2019-06-20,ATL,0.0
2019-06-20,SEA,0.31
2019-06-21,ATL,0.0
2019-06-21,SEA,0.015
2019-06-22,ATL,0.9
2019-06-22,SEA,0.0075
2019-06-23,ATL,0.08
2019-06-23,SEA,0.08
2019-06-24,ATL,0.28
2019-06-24,SEA,0.02
2019-06-25,ATL,0.0
2019-06-25,SEA,0.02
2019-06-26,ATL,0.0
2019-06-26,SEA,0.0
2019-06-27,ATL,0.0
2019-06-27,SEA,0.0025
2019-06-28,ATL,0.0
2019-06-28,SEA,0.135
2019-06-29,ATL,0.03
2019-06-29,SEA,0.0025
2019-06-30,ATL,0.0
2019-06-30,SEA,0.01
2019-07-01,ATL,0.0
2019-07-01,SEA,0.022500000000000003
2019-07-02,ATL,0.0
2019-07-02,SEA,0.01
2019-07-03,ATL,0.0
2019-07-03,SEA,0.0075
2019-07-04,ATL,0.0
2019-07-04,SEA,0.03
2019-07-05,ATL,0.41
2019-07-05,SEA,0.0125
2019-07-06,ATL,0.0
2019-07-06,SEA,0.015
2019-07-07,ATL,0.0
2019-07-07,SEA,0.01
2019-07-08,ATL,0.09
2019-07-08,SEA,0.15
2019-07-09,ATL,0.0
2019-07-09,SEA,0.01
2019-07-10,ATL,0.0
2019-07-10,SEA,0.22
2019-07-11,ATL,0.0
2019-07-11,SEA,0.13
2019-07-12,ATL,0.0
2019-07-12,SEA,0.01
2019-07-13,ATL,0.0
2019-07-13,SEA,0.0
2019-07-14,ATL,0.0
2019-07-14,SEA,0.0
2019-07-15,ATL,0.0
2019-07-15,SEA,0.0
2019-07-16,ATL,0.0
2019-07-16,SEA,0.07
2019-07-17,ATL,0.24
2019-07-17,SEA,0.02
2019-07-18,ATL,0.07
2019-07-18,SEA,0.13
2019-07-19,ATL,0.97
2019-07-19,SEA,0.62
2019-07-20,ATL,0.0
2019-07-20,SEA,0.02
2019-07-21,ATL,0.0
2019-07-21,SEA,0.0
2019-07-22,ATL,0.0
2019-07-22,SEA,0.0
2019-07-23,ATL,0.16
2019-07-23,SEA,0.0
2019-07-24,ATL,0.0
2019-07-24,SEA,0.0
2019-07-25,ATL,0.0
2019-07-25,SEA,0.0
2019-07-26,ATL,0.0
2019-07-26,SEA,0.0
2019-07-27,ATL,0.0
2019-07-27,SEA,0.0
2019-07-28,ATL,0.0
2019-07-28,SEA,0.0
2019-07-29,ATL,0.0
2019-07-29,SEA,0.0
2019-07-30,ATL,0.12
2019-07-30,SEA,0.0
2019-07-31,ATL,0.0
2019-07-31,SEA,0.0
2019-08-01,ATL,0.29
2019-08-01,SEA,0.0
2019-08-02,ATL,0.0
2019-08-02,SEA,0.25
2019-08-03,ATL,0.06
2019-08-03,SEA,0.0
2019-08-04,ATL,0.09
2019-08-04,SEA,0.0
2019-08-05,ATL,0.01
2019-08-05,SEA,0.0
2019-08-06,ATL,0.0
2019-08-06,SEA,0.0
2019-08-07,ATL,0.0
2019-08-07,SEA,0.0
2019-08-08,ATL,0.0
2019-08-08,SEA,0.0
2019-08-09,ATL,0.0
2019-08-09,SEA,0.0
2019-08-10,ATL,0.0
2019-08-10,SEA,0.47
2019-08-11,ATL,0.0
2019-08-11,SEA,0.18
2019-08-12,ATL,0.0
2019-08-12,SEA,0.01
2019-08-13,ATL,0.05
2019-08-13,SEA,0.0
2019-08-14,ATL,0.08
2019-08-14,SEA,0.0
2019-08-15,ATL,0.0
2019-08-15,SEA,0.0
2019-08-16,ATL,0.0
2019-08-16,SEA,0.0
2019-08-17,ATL,0.0
2019-08-17,SEA,0.0
2019-08-18,ATL,0.16
2019-08-18,SEA,0.0
2019-08-19,ATL,0.08
2019-08-19,SEA,0.0033333333333333335
2019-08-20,ATL,0.0
2019-08-20,SEA,0.03
2019-08-21,ATL,0.0
2019-08-21,SEA,0.016666666666666666
2019-08-22,ATL,0.0
2019-08-22,SEA,0.13
2019-08-23,ATL,0.0
2019-08-23,SEA,0.0
2019-08-24,ATL,0.13
2019-08-24,SEA,0.0
2019-08-25,ATL,0.0
2019-08-25,SEA,0.0
2019-08-26,ATL,0.92
2019-08-26,SEA,0.0
2019-08-27,ATL,0.02
2019-08-27,SEA,0.0
2019-08-28,ATL,0.0
2019-08-28,SEA,0.0
2019-08-29,ATL,0.0
2019-08-29,SEA,0.0
2019-08-30,ATL,0.0
2019-08-30,SEA,0.22
2019-08-31,ATL,0.0
2019-08-31,SEA,0.01
2019-09-01,ATL,0.0
2019-09-01,SEA,0.0
2019-09-02,ATL,0.0
2019-09-02,SEA,0.0
2019-09-03,ATL,0.0
2019-09-03,SEA,0.0
2019-09-04,ATL,0.0
2019-09-04,SEA,0.0
2019-09-05,ATL,0.0
2019-09-05,SEA,0.0
2019-09-06,ATL,0.0
2019-09-06,SEA,0.0
2019-09-07,ATL,0.0
2019-09-07,SEA,0.0
2019-09-08,ATL,0.0
2019-09-08,SEA,0.61
2019-09-09,ATL,0.0
2019-09-09,SEA,0.1
2019-09-10,ATL,0.0
2019-09-10,SEA,0.55
2019-09-11,ATL,0.0
2019-09-11,SEA,0.02
2019-09-12,ATL,0.0
2019-09-12,SEA,0.0
2019-09-13,ATL,0.0
2019-09-13,SEA,0.21
2019-09-14,ATL,0.0
2019-09-14,SEA,0.01
2019-09-15,ATL,0.0
2019-09-15,SEA,0.35
2019-09-16,ATL,0.0
2019-09-16,SEA,0.19
2019-09-17,ATL,0.21
2019-09-17,SEA,0.04
2019-09-18,ATL,0.0
2019-09-18,SEA,0.32
2019-09-19,ATL,0.0
2019-09-19,SEA,0.0
2019-09-20,ATL,0.0
2019-09-20,SEA,0.02
2019-09-21,ATL,0.0
2019-09-21,SEA,0.0
2019-09-22,ATL,0.0
2019-09-22,SEA,0.02
2019-09-23,ATL,0.0
2019-09-23,SEA,0.32
2019-09-24,ATL,0.0
2019-09-24,SEA,0.16
2019-09-25,ATL,0.0
2019-09-25,SEA,0.0
2019-09-26,ATL,0.0
2019-09-26,SEA,0.04
2019-09-27,ATL,0.0
2019-09-27,SEA,0.31
2019-09-28,ATL,0.55
2019-09-28,SEA,0.23
2019-09-29,ATL,0.0
2019-09-29,SEA,0.25
2019-09-30,ATL,0.0
2019-09-30,SEA,0.03
2019-10-01,ATL,0.0
2019-10-01,SEA,0.0
2019-10-02,ATL,0.0
2019-10-02,SEA,0.0
2019-10-03,ATL,0.0
2019-10-03,SEA,0.02
2019-10-04,ATL,0.0
2019-10-04,SEA,0.08
2019-10-05,ATL,0.0
2019-10-05,SEA,0.01
2019-10-06,ATL,0.0
2019-10-06,SEA,0.0
2019-10-07,ATL,0.0
2019-10-07,SEA,0.0
2019-10-08,ATL,0.0
2019-10-08,SEA,0.0
2019-10-09,ATL,0.0
2019-10-09,SEA,0.2
2019-10-10,ATL,0.0
2019-10-10,SEA,0.0
2019-10-11,ATL,0.0
2019-10-11,SEA,0.0
2019-10-12,ATL,0.0
2019-10-12,SEA,0.0
2019-10-13,ATL,0.17
2019-10-13,SEA,0.0
2019-10-14,ATL,0.0
2019-10-14,SEA,0.0
2019-10-15,ATL,0.39
2019-10-15,SEA,0.0
2019-10-16,ATL,0.32
2019-10-16,SEA,0.13
2019-10-17,ATL,0.0
2019-10-17,SEA,0.26
2019-10-18,ATL,0.0
2019-10-18,SEA,0.11
2019-10-19,ATL,1.31
2019-10-19,SEA,0.96
2019-10-20,ATL,0.0
2019-10-20,SEA,0.18
2019-10-21,ATL,0.0
2019-10-21,SEA,0.27
2019-10-22,ATL,0.12
2019-10-22,SEA,0.22
2019-10-23,ATL,0.0
2019-10-23,SEA,0.06
2019-10-24,ATL,0.0
2019-10-24,SEA,0.02
2019-10-25,ATL,0.19
2019-10-25,SEA,0.0
2019-10-26,ATL,0.12
2019-10-26,SEA,0.31
2019-10-27,ATL,0.03
2019-10-27,SEA,0.03
2019-10-28,ATL,0.0
2019-10-28,SEA,0.0
2019-10-29,ATL,0.04
2019-10-29,SEA,0.0
2019-10-30,ATL,0.7
2019-10-30,SEA,0.0
2019-10-31,ATL,0.2
2019-10-31,SEA,0.0
2019-11-01,ATL,0.0
2019-11-01,SEA,0.0
2019-11-02,ATL,0.0
2019-11-02,SEA,0.0
2019-11-03,ATL,0.0
2019-11-03,SEA,0.0
2019-11-04,ATL,0.0
2019-11-04,SEA,0.0
2019-11-05,ATL,0.0
2019-11-05,SEA,0.0
2019-11-06,ATL,0.0
2019-11-06,SEA,0.0
2019-11-07,ATL,0.67
2019-11-07,SEA,0.0
2019-11-08,ATL,0.0
2019-11-08,SEA,0.0
2019-11-09,ATL,0.0
2019-11-09,SEA,0.1
2019-11-10,ATL,0.0
2019-11-10,SEA,0.21
2019-11-11,ATL,0.02
2019-11-11,SEA,0.0
2019-11-12,ATL,0.42
2019-11-12,SEA,0.25
2019-11-13,ATL,0.0
2019-11-13,SEA,0.04
2019-11-14,ATL,0.19
2019-11-14,SEA,0.0
2019-11-15,ATL,0.57
2019-11-15,SEA,0.19
2019-11-16,ATL,0.0
2019-11-16,SEA,0.02
2019-11-17,ATL,0.0
2019-11-17,SEA,0.11
2019-11-18,ATL,0.0
2019-11-18,SEA,0.22
2019-11-19,ATL,0.0
2019-11-19,SEA,0.73
2019-11-20,ATL,0.0
2019-11-20,SEA,0.03
2019-11-21,ATL,0.0
2019-11-21,SEA,0.0
2019-11-22,ATL,0.01
2019-11-22,SEA,0.0
2019-11-23,ATL,0.56
2019-11-23,SEA,0.6225
2019-11-24,ATL,0.0
2019-11-24,SEA,0.0425
2019-11-25,ATL,0.0
2019-11-25,SEA,0.15
2019-11-26,ATL,0.0
2019-11-26,SEA,0.40249999999999997
2019-11-27,ATL,0.24
2019-11-27,SEA,0.47250000000000003
2019-11-28,ATL,0.0
2019-11-28,SEA,0.2575
2019-11-29,ATL,0.0
2019-11-29,SEA,0.09000000000000001
2019-11-30,ATL,0.0
2019-11-30,SEA,0.44
2019-12-01,ATL,0.04
2019-12-01,SEA,0.0
2019-12-02,ATL,0.0
2019-12-02,SEA,0.03
2019-12-03,ATL,0.0
2019-12-03,SEA,0.0
2019-12-04,ATL,0.0
2019-12-04,SEA,0.02
2019-12-05,ATL,0.0
2019-12-05,SEA,0.03
2019-12-06,ATL,0.0
2019-12-06,SEA,0.0
2019-12-07,ATL,0.0
2019-12-07,SEA,0.3
2019-12-08,ATL,0.0
2019-12-08,SEA,0.17
2019-12-09,ATL,0.0
2019-12-09,SEA,0.02
2019-12-10,ATL,0.2
2019-12-10,SEA,0.0
2019-12-11,ATL,0.01
2019-12-11,SEA,0.17
2019-12-12,ATL,0.14
2019-12-12,SEA,0.43
2019-12-13,ATL,2.23
2019-12-13,SEA,0.09
2019-12-14,ATL,0.01
2019-12-14,SEA,0.03
2019-12-15,ATL,0.0
2019-12-15,SEA,0.36
2019-12-16,ATL,0.0
2019-12-16,SEA,0.08
2019-12-17,ATL,0.33
2019-12-17,SEA,0.02
2019-12-18,ATL,0.0
2019-12-18,SEA,0.0
2019-12-19,ATL,0.0
2019-12-19,SEA,0.35
2019-12-20,ATL,0.0
2019-12-20,SEA,1.9
2019-12-21,ATL,0.0
2019-12-21,SEA,2.6
2019-12-22,ATL,1.65
2019-12-22,SEA,0.33
2019-12-23,ATL,0.27
2019-12-23,SEA,0.4
2019-12-24,ATL,0.0
2019-12-24,SEA,0.05
2019-12-25,ATL,0.0
